,Alert,Coordinates,CDI,Code,Detail,Depth,Magnitude,Waveform,ID,Felt,Gap,MMI,Net,NST,RMS,Place,Sig,Sources,Status,Time,Title,Tsunami,Type,TZ,Updated,URL
9716,,"[-118.278, 38.2491, 5]",,00673191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673191&format=geojson,0.158,0.4,ml,",nn00673191,",,243.18,,nn,5.0,0.0941,"43km SE of Hawthorne, Nevada",2,",nn,",reviewed,1546582676795,"M 0.4 - 43km SE of Hawthorne, Nevada",0,earthquake,-480.0,1546653932829,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673191
9717,,"[-148.6793, 65.1412, 19.4]",,0196pseh5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196pseh5&format=geojson,,0.8,ml,",ak0196pseh5,",,,,ak,,0.65,"45km NW of Ester, Alaska",10,",ak,",reviewed,1546582286391,"M 0.8 - 45km NW of Ester, Alaska",0,earthquake,-540.0,1547257380804,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196pseh5
9718,,"[-150.0964, 61.3732, 41.4]",,0196pf3p2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196pf3p2&format=geojson,,1.3,ml,",ak0196pf3p2,",,,,ak,,0.52,"18km SSW of Big Lake, Alaska",26,",ak,",reviewed,1546580961529,"M 1.3 - 18km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257380082,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196pf3p2
9719,,"[-118.2321, 38.4584, 2.8]",,00673190,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673190&format=geojson,0.066,0.5,ml,",nn00673190,",,166.21,,nn,5.0,0.0706,"35km ESE of Hawthorne, Nevada",4,",nn,",reviewed,1546580724795,"M 0.5 - 35km ESE of Hawthorne, Nevada",0,earthquake,-480.0,1546653931171,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673190
9720,,"[-124.038, 39.7441667, 0.65]",,73129936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129936&format=geojson,0.2852,2.16,md,",nc73129936,",,209.0,,nc,18.0,0.09,"18km W of Cape Vizcaino, CA",72,",nc,",reviewed,1546580364130,"M 2.2 - 18km W of Cape Vizcaino, CA",0,earthquake,-480.0,1554339461688,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129936
9721,,"[-118.2812, 38.2538, 4.5]",,00673188,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673188&format=geojson,0.153,0.5,ml,",nn00673188,",,280.05,,nn,4.0,0.0318,"42km SE of Hawthorne, Nevada",4,",nn,",reviewed,1546580332140,"M 0.5 - 42km SE of Hawthorne, Nevada",0,earthquake,-480.0,1546653929757,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673188
9722,,"[-148.6926, 65.1507, 22.5]",,0196palfv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196palfv&format=geojson,,1.4,ml,",ak0196palfv,",,,,ak,,0.62,"46km NW of Ester, Alaska",30,",ak,",reviewed,1546579698048,"M 1.4 - 46km NW of Ester, Alaska",0,earthquake,-540.0,1547257378709,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196palfv
9723,,"[-148.6675, 65.1607, 15.2]",,0196pagr1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196pagr1&format=geojson,,0.9,ml,",ak0196pagr1,",,,,ak,,0.73,"46km NW of Ester, Alaska",12,",ak,",reviewed,1546579676799,"M 0.9 - 46km NW of Ester, Alaska",0,earthquake,-540.0,1548976795269,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196pagr1
9724,,"[-152.6746, 59.9477, 84.4]",,0196p943k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196p943k&format=geojson,,2.0,ml,",ak0196p943k,",,,,ak,,0.53,"50km WNW of Anchor Point, Alaska",62,",ak,",reviewed,1546579287438,"M 2.0 - 50km WNW of Anchor Point, Alaska",0,earthquake,-540.0,1547257377835,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196p943k
9725,,"[-147.3062, 60.6483, 14.4]",,0196p8qho,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196p8qho&format=geojson,,1.2,ml,",ak0196p8qho,",,,,ak,,0.62,"74km SW of Valdez, Alaska",22,",ak,",reviewed,1546579190363,"M 1.2 - 74km SW of Valdez, Alaska",0,earthquake,-600.0,1547257406845,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196p8qho
9726,,"[-148.6567, 65.1218, 21.2]",,0196p8q4e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196p8q4e&format=geojson,,0.6,ml,",ak0196p8q4e,",,,,ak,,0.58,"43km NW of Ester, Alaska",6,",ak,",reviewed,1546579185232,"M 0.6 - 43km NW of Ester, Alaska",0,earthquake,-540.0,1547257377237,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196p8q4e
9727,,"[-148.6709, 65.1378, 19.3]",,0196p7ukd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196p7ukd&format=geojson,,0.9,ml,",ak0196p7ukd,",,,,ak,,0.67,"44km NW of Ester, Alaska",12,",ak,",reviewed,1546578936989,"M 0.9 - 44km NW of Ester, Alaska",0,earthquake,-540.0,1547257376560,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196p7ukd
9728,,"[-148.6648, 65.1272, 14]",,0196p78rg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196p78rg&format=geojson,,1.5,ml,",ak0196p78rg,",,,,ak,,0.67,"43km NW of Ester, Alaska",35,",ak,",reviewed,1546578774471,"M 1.5 - 43km NW of Ester, Alaska",0,earthquake,-540.0,1547257375859,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196p78rg
9729,,"[-116.795, 33.5098333, 3.02]",,38416080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416080&format=geojson,0.005136,0.0,ml,",ci38416080,",,74.0,,ci,20.0,0.1,"10km NE of Aguanga, CA",0,",ci,",reviewed,1546578427230,"M 0.0 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546630299605,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416080
9730,,"[-150.0144, 61.2052, 39]",,0196p5xou,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196p5xou&format=geojson,,1.4,ml,",ak0196p5xou,",,,,ak,,0.54,"6km WSW of Anchorage, Alaska",30,",ak,",reviewed,1546578404652,"M 1.4 - 6km WSW of Anchorage, Alaska",0,earthquake,-540.0,1547257375027,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196p5xou
9731,,"[-148.2153, 62.8075, 59.3]",,0196ou25k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196ou25k&format=geojson,,1.1,ml,",ak0196ou25k,",,,,ak,,0.67,"74km SSE of Cantwell, Alaska",19,",ak,",reviewed,1546577463795,"M 1.1 - 74km SSE of Cantwell, Alaska",0,earthquake,-540.0,1547257374297,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196ou25k
9732,,"[-104.8735, 36.963, 9.79]",,2000j06v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j06v&format=geojson,0.16,0.9,ml,",us2000j06v,",,113.0,,us,,0.35,"39km W of Raton, New Mexico",12,",us,",reviewed,1546577065370,"M 0.9 - 39km W of Raton, New Mexico",0,earthquake,-420.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j06v
9733,,"[-150.0174, 61.4739, 45.1]",,0196oseoy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196oseoy&format=geojson,,1.3,ml,",ak0196oseoy,",,,,ak,,0.54,"6km SSW of Big Lake, Alaska",26,",ak,",reviewed,1546577012959,"M 1.3 - 6km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257373599,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196oseoy
9734,,"[-157.8928, 55.232, 37.3]",2.0,0196or5yo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196or5yo&format=geojson,,3.5,ml,",ak0196or5yo,us2000j06t,",1.0,,,ak,,0.45,"117km ENE of Chernabura Island, Alaska",189,",ak,us,",reviewed,1546576673971,"M 3.5 - 117km ENE of Chernabura Island, Alaska",0,earthquake,-660.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196or5yo
9735,,"[-150.1697, 61.2887, 35.1]",,0196opuye,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196opuye&format=geojson,,1.3,ml,",ak0196opuye,",,,,ak,,0.61,"16km WNW of Anchorage, Alaska",26,",ak,",reviewed,1546576304348,"M 1.3 - 16km WNW of Anchorage, Alaska",0,earthquake,-540.0,1547257372066,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196opuye
9736,,"[-98.7776, 36.4274, 5]",,2000j06n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j06n&format=geojson,0.241,2.2,ml,",us2000j06n,",,58.0,,us,,0.36,"31km WNW of Fairview, Oklahoma",74,",us,",reviewed,1546575987530,"M 2.2 - 31km WNW of Fairview, Oklahoma",0,earthquake,-360.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j06n
9737,,"[-149.9351, 61.5083, 42.9]",,0196onjb7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196onjb7&format=geojson,,1.1,ml,",ak0196onjb7,",,,,ak,,0.4,"1km SE of Big Lake, Alaska",19,",ak,",reviewed,1546575676762,"M 1.1 - 1km SE of Big Lake, Alaska",0,earthquake,-540.0,1547257371334,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196onjb7
9738,,"[-154.0811, 61.2067, 15]",,0196omkhy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196omkhy&format=geojson,,1.0,ml,",ak0196omkhy,",,,,ak,,0.67,"108km NW of Redoubt Volcano, Alaska",15,",ak,",reviewed,1546575368380,"M 1.0 - 108km NW of Redoubt Volcano, Alaska",0,earthquake,-540.0,1547257406070,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196omkhy
9739,,"[-149.3531, 67.8104, 2.4]",,0196ojm56,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196ojm56&format=geojson,,1.1,ml,",ak0196ojm56,",,,,ak,,0.69,"71km NNE of Coldfoot, Alaska",19,",ak,",reviewed,1546574549430,"M 1.1 - 71km NNE of Coldfoot, Alaska",0,earthquake,-540.0,1547257370609,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196ojm56
9740,,"[-116.7963333, 33.508, 5.01]",,38416064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416064&format=geojson,0.005501,1.0,ml,",ci38416064,",,59.0,,ci,36.0,0.15,"10km NE of Aguanga, CA",15,",ci,",reviewed,1546574489540,"M 1.0 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546613212560,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416064
9741,,"[-119.7847, 39.615, 7.6]",,00673185,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673185&format=geojson,0.037,-0.2,ml,",nn00673185,",,139.47,,nn,6.0,0.1329,"2km NNW of Sun Valley, Nevada",0,",nn,",reviewed,1546574476045,"M -0.2 - 2km NNW of Sun Valley, Nevada",0,earthquake,-480.0,1546653928391,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673185
9742,,"[-151.2431, 63.2914, 1.9]",,0196ojd6d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196ojd6d&format=geojson,,1.1,ml,",ak0196ojd6d,",,,,ak,,0.64,"115km W of Cantwell, Alaska",19,",ak,",reviewed,1546574473949,"M 1.1 - 115km W of Cantwell, Alaska",0,earthquake,-540.0,1547257369919,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196ojd6d
9743,,"[-118.846, 37.4795, 2.75]",,73129926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129926&format=geojson,0.1111,0.64,md,",nc73129926,",,243.0,,nc,10.0,0.03,"17km WSW of Toms Place, CA",6,",nc,",reviewed,1546574218240,"M 0.6 - 17km WSW of Toms Place, CA",0,earthquake,-480.0,1546625883254,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129926
9744,,"[-178.3698, -28.979, 203.38]",,2000j06i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j06i&format=geojson,0.468,4.9,mb,",us2000j06i,",,75.0,,us,,0.77,"55km NW of Raoul Island, New Zealand",369,",us,",reviewed,1546573847560,"M 4.9 - 55km NW of Raoul Island, New Zealand",0,earthquake,-720.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j06i
9745,,"[-136.7058, 59.4853, 10.1]",,0196o75l5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196o75l5&format=geojson,,1.8,ml,",ak0196o75l5,",,,,ak,,0.72,"77km WNW of Haines, Alaska",50,",ak,",reviewed,1546573455766,"M 1.8 - 77km WNW of Haines, Alaska",0,earthquake,-480.0,1547257369221,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196o75l5
9746,,"[-121.1166667, 36.5588333, 7.65]",,73129911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129911&format=geojson,0.05265,1.61,md,",nc73129911,",,120.0,,nc,26.0,0.09,"4km NE of Pinnacles, CA",40,",nc,",reviewed,1546573254040,"M 1.6 - 4km NE of Pinnacles, CA",0,earthquake,-480.0,1553043378860,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129911
9747,,"[-175.968, 52.066, 3.05]",,70818744,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70818744&format=geojson,0.06068,0.73,ml,",av70818744,",,310.0,,av,5.0,0.15,"51km ENE of Adak, Alaska",8,",av,",reviewed,1546572817500,"M 0.7 - 51km ENE of Adak, Alaska",0,earthquake,-600.0,1557975961810,https://earthquake.usgs.gov/earthquakes/eventpage/av70818744
9748,,"[-145.4453, 63.3638, 0.3]",,0196o4eru,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196o4eru&format=geojson,,0.5,ml,",ak0196o4eru,",,,,ak,,0.55,"57km SSW of Deltana, Alaska",4,",ak,",reviewed,1546572701438,"M 0.5 - 57km SSW of Deltana, Alaska",0,earthquake,-540.0,1547257368560,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196o4eru
9749,,"[-150.021, 61.4032, 33.6]",,0196o2ylq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196o2ylq&format=geojson,,1.4,ml,",ak0196o2ylq,",,,,ak,,0.58,"13km SSW of Big Lake, Alaska",30,",ak,",reviewed,1546572300969,"M 1.4 - 13km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257367835,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196o2ylq
9750,,"[-118.2894, 38.2634, 0]",,00673184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673184&format=geojson,0.143,0.3,ml,",nn00673184,",,234.19,,nn,5.0,0.1457,"41km SE of Hawthorne, Nevada",1,",nn,",reviewed,1546572296486,"M 0.3 - 41km SE of Hawthorne, Nevada",0,earthquake,-480.0,1546653925545,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673184
9751,,"[-122.8153305, 38.8093338, 1.16]",,73129906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129906&format=geojson,0.01083,0.31,md,",nc73129906,",,81.0,,nc,11.0,0.04,"6km NW of The Geysers, CA",1,",nc,",automatic,1546572292700,"M 0.3 - 6km NW of The Geysers, CA",0,earthquake,-480.0,1546572391118,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129906
9752,,"[164.6298, 55.1378, 10]",,2000j7ak,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7ak&format=geojson,4.109,4.2,mb,",us2000j7ak,",,188.0,,us,,0.65,"87km W of Nikol'skoye, Russia",271,",us,",reviewed,1546572165880,"M 4.2 - 87km W of Nikol'skoye, Russia",0,earthquake,660.0,1552067421040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7ak
9753,,"[-149.9728, 61.4518, 41.1]",,0196o28a2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196o28a2&format=geojson,,1.4,ml,",ak0196o28a2,",,,,ak,,0.55,"7km S of Big Lake, Alaska",30,",ak,",reviewed,1546572079424,"M 1.4 - 7km S of Big Lake, Alaska",0,earthquake,-540.0,1548976793679,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196o28a2
9754,,"[-118.654, 37.4941667, 9.43]",,73129896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129896&format=geojson,0.1582,1.15,md,",nc73129896,",,103.0,,nc,22.0,0.04,"8km SSE of Toms Place, CA",20,",nc,",reviewed,1546571902330,"M 1.2 - 8km SSE of Toms Place, CA",0,earthquake,-480.0,1546627803964,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129896
9755,,"[-146.0199, 63.4582, 8.4]",,0196o0i1l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196o0i1l&format=geojson,,0.9,ml,",ak0196o0i1l,",,,,ak,,0.76,"60km SW of Deltana, Alaska",12,",ak,",reviewed,1546571592386,"M 0.9 - 60km SW of Deltana, Alaska",0,earthquake,-540.0,1547257366451,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196o0i1l
9756,,"[-176.145, 51.4229, 20.9]",,0196o02of,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196o02of&format=geojson,,2.0,ml,",ak0196o02of,",,,,ak,,0.17,"62km SE of Adak, Alaska",62,",ak,",reviewed,1546571474501,"M 2.0 - 62km SE of Adak, Alaska",0,earthquake,-720.0,1547257365815,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196o02of
9757,,"[-116.52, 33.0981667, 8.75]",2.0,38416056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416056&format=geojson,0.06732,1.98,ml,",ci38416056,",1.0,25.0,,ci,77.0,0.17,"8km ENE of Julian, CA",61,",ci,",reviewed,1546571381790,"M 2.0 - 8km ENE of Julian, CA",0,earthquake,-480.0,1546631973140,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416056
9758,,"[-68.3008, 17.9333, 60]",,2019004001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019004001&format=geojson,0.5862,2.75,md,",pr2019004001,us2000j07f,",,222.0,,pr,14.0,0.53,"69km SSE of Boca de Yuma, Dominican Republic",116,",pr,us,",reviewed,1546571283630,"M 2.8 - 69km SSE of Boca de Yuma, Dominican Republic",0,earthquake,-300.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019004001
9759,,"[-116.796, 33.5191667, 4.45]",,38416048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416048&format=geojson,0.0673,0.37,ml,",ci38416048,",,43.0,,ci,22.0,0.11,"11km NE of Aguanga, CA",2,",ci,",reviewed,1546571233150,"M 0.4 - 11km NE of Aguanga, CA",0,earthquake,-480.0,1546631364770,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416048
9760,,"[-150.7462, 59.6784, 39]",,0196nysep,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196nysep&format=geojson,,1.1,ml,",ak0196nysep,",,,,ak,,0.21,"31km ESE of Fritz Creek, Alaska",19,",ak,",reviewed,1546571113908,"M 1.1 - 31km ESE of Fritz Creek, Alaska",0,earthquake,-540.0,1547257365162,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196nysep
9761,,"[-116.565, 34.6298333, 1.33]",,38416040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416040&format=geojson,0.1503,1.16,ml,",ci38416040,",,51.0,,ci,18.0,0.11,"38km WSW of Ludlow, CA",21,",ci,",reviewed,1546571016860,"M 1.2 - 38km WSW of Ludlow, CA",0,earthquake,-480.0,1546631123239,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416040
9762,,"[-122.7456665, 38.7878342, 1.37]",,73129891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129891&format=geojson,0.008361,0.96,md,",nc73129891,",,57.0,,nc,14.0,0.03,"2km NE of The Geysers, CA",14,",nc,",automatic,1546570856720,"M 1.0 - 2km NE of The Geysers, CA",0,earthquake,-480.0,1546572722544,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129891
9763,,"[-118.5125, 38.5352, 6.3]",,00673183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673183&format=geojson,0.093,-0.1,ml,",nn00673183,",,176.5,,nn,5.0,0.0715,"9km E of Hawthorne, Nevada",0,",nn,",reviewed,1546570296357,"M -0.1 - 9km E of Hawthorne, Nevada",0,earthquake,-480.0,1546653924139,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673183
9764,,"[-155.0296, 65.7243, 0.5]",,0196nmdut,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196nmdut&format=geojson,,0.7,ml,",ak0196nmdut,",,,,ak,,0.8,"111km N of Ruby, Alaska",8,",ak,",reviewed,1546570045276,"M 0.7 - 111km N of Ruby, Alaska",0,earthquake,-540.0,1548976803883,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196nmdut
9765,,"[-121.6895, 37.3578333, 4.37]",,73129886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129886&format=geojson,0.04074,0.8,md,",nc73129886,",,112.0,,nc,10.0,0.04,"12km E of Alum Rock, CA",10,",nc,",reviewed,1546570040830,"M 0.8 - 12km E of Alum Rock, CA",0,earthquake,-480.0,1554430683284,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129886
9766,,"[-150.4856, 62.9304, 86.9]",,0196nkmhe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196nkmhe&format=geojson,,2.0,ml,",ak0196nkmhe,",,,,ak,,0.55,"70km NNW of Talkeetna, Alaska",62,",ak,",reviewed,1546569544457,"M 2.0 - 70km NNW of Talkeetna, Alaska",0,earthquake,-540.0,1547257364303,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196nkmhe
9767,,"[-104.5725, 37.374, 7.1]",,2000j1ul,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j1ul&format=geojson,0.267,1.1,ml,",us2000j1ul,",,75.0,,us,,0.43,"23km NNW of Trinidad, Colorado",19,",us,",reviewed,1546569085840,"M 1.1 - 23km NNW of Trinidad, Colorado",0,earthquake,-420.0,1552067419040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j1ul
9768,,"[-90.7553, 13.6471, 35]",2.0,2000j06y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j06y&format=geojson,1.261,4.0,mb,",us2000j06y,",4.0,178.0,,us,,1.39,"31km SSE of Puerto San Jose, Guatemala",247,",us,",reviewed,1546569035180,"M 4.0 - 31km SSE of Puerto San Jose, Guatemala",0,earthquake,-360.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j06y
9769,,"[-116.7911667, 33.4935, 4.73]",,38416032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416032&format=geojson,0.02032,0.56,ml,",ci38416032,",,66.0,,ci,28.0,0.15,"9km NE of Aguanga, CA",5,",ci,",reviewed,1546568959330,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake,-480.0,1546613173797,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416032
9770,,"[-116.7978333, 33.5166667, 3.72]",,38416024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416024&format=geojson,0.004773,0.31,ml,",ci38416024,",,60.0,,ci,21.0,0.11,"10km NE of Aguanga, CA",1,",ci,",reviewed,1546568844820,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546628983201,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416024
9771,,"[-159.1771, 56.4348, 142.3]",,0196ni2lt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196ni2lt&format=geojson,,2.8,ml,",ak0196ni2lt,us2000j0bq,",,,,ak,,0.49,"27km NW of Chignik Lake, Alaska",121,",ak,us,",reviewed,1546568823755,"M 2.8 - 27km NW of Chignik Lake, Alaska",0,earthquake,-540.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196ni2lt
9772,,"[-150.0653, 61.3983, 39.9]",,0196nhq1m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196nhq1m&format=geojson,,2.1,ml,",ak0196nhq1m,",,,,ak,,0.55,"14km SSW of Big Lake, Alaska",68,",ak,",reviewed,1546568752147,"M 2.1 - 14km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257362707,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196nhq1m
9773,,"[-116.5125, 33.1036667, 9.93]",,38416016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416016&format=geojson,0.0749,0.6,ml,",ci38416016,",,44.0,,ci,23.0,0.22,"9km ENE of Julian, CA",6,",ci,",reviewed,1546568670860,"M 0.6 - 9km ENE of Julian, CA",0,earthquake,-480.0,1546613176243,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416016
